Year,ZIP code,Age Group,Number of Visits,Age-adjusted rate,County Fips code,County
2009,"91201
(34.16981, -118.289789)",Adults (18+),46,25.20600858,6037,LOS ANGELES
2009,"92325
(34.24255, -117.284418)",Adults (18+),40,47.76747935,6071,SAN BERNARDINO
2012,"92536
(33.487606, -116.81454)",Adults (18+),,,6065,RIVERSIDE
2009,"90715
(33.840909, -118.079698)",Adults (18+),68,44.78629386,6037,LOS ANGELES
2009,"91932
(32.580239, -117.117789)",Adults (18+),86,44.76859199,6073,SAN DIEGO
2012,"91604
(34.140912, -118.393166)",Adults (18+),52,20.5,6037,LOS ANGELES
2012,"92869
(33.794222, -117.791218)",Adults (18+),67,24.6,6059,ORANGE
2012,"91001
(34.191995, -118.138697)",Adults (18+),101,37.1,6037,LOS ANGELES
2009,"93205
(35.584, -118.492952)",Adults (18+),12,112.0870792,6029,KERN
2009,"92557
(33.960268, -117.249334)",Adults (18+),130,34.49336813,6065,RIVERSIDE
2009,"91504
(34.201484, -118.329884)",Adults (18+),74,38.12016072,6037,LOS ANGELES
2012,"93234
(36.292126, -120.087531)",Adults (18+),,,6019,FRESNO
2012,"93463
(34.610528, -120.131697)",Adults (18+),18,29.7,6083,SANTA BARBARA
2009,"93280
(35.617972, -119.397664)",Adults (18+),54,28.38595306,6029,KERN
2012,"93103
(34.432083, -119.685759)",Adults (18+),37,25.2,6083,SANTA BARBARA
2009,"91423
(34.150612, -118.432469)",Adults (18+),47,20.0645806,6037,LOS ANGELES
2009,"92344
(34.396843, -117.402144)",Adults (18+),20,16.33161815,6071,SAN BERNARDINO
2015,"96035
(40.035998, -122.180239)",Adults (18+),12,50.1,6103,TEHAMA
2009,"93272
(36.050903, -119.322401)",Adults (18+),,,6107,TULARE
2012,"93730
(36.891522, -119.757564)",Adults (18+),,,6019,FRESNO
2012,"91304
(34.220394, -118.624412)",Adults (18+),100,25.5,6037,LOS ANGELES
2009,"92253
(33.673588, -116.279332)",Adults (18+),41,12.62200751,6065,RIVERSIDE
2012,"92545
(33.740183, -117.02283)",Adults (18+),116,45.9,6065,RIVERSIDE
2012,"92882
(33.861105, -117.595417)",Adults (18+),101,21.5,6065,RIVERSIDE
2009,"93110
(34.437546, -119.767792)",Adults (18+),20,16.80806517,6083,SANTA BARBARA
2009,"91311
(34.267262, -118.595523)",Adults (18+),80,27.52796306,6037,LOS ANGELES
2009,"91024
(34.166303, -118.05074)",Adults (18+),,,6037,LOS ANGELES
2012,"91731
(34.077349, -118.040493)",Adults (18+),80,37.5,6037,LOS ANGELES
2012,"92879
(33.881275, -117.538285)",Adults (18+),103,30.7,6065,RIVERSIDE
2009,"93234
(36.292126, -120.087531)",Adults (18+),,,6019,FRESNO
2012,"92570
(33.791884, -117.3011)",Adults (18+),173,48.1,6065,RIVERSIDE
2009,"92582
(33.796547, -117.003848)",Adults (18+),37,41.32568891,6065,RIVERSIDE
2014,"95988
(39.505615, -122.215064)",Adults (18+),29,45.1,6021,GLENN
2012,"93543
(34.52399, -117.93936)",Adults (18+),36,39.8,6037,LOS ANGELES
2009,"91708
(33.958486, -117.642278)",Adults (18+),,,6071,SAN BERNARDINO
2009,"92780
(33.737144, -117.819563)",Adults (18+),92,21.5551424,6059,ORANGE
2009,"90040
(33.995379, -118.150703)",Adults (18+),24,29.85889839,6037,LOS ANGELES
2009,"91101
(34.14764, -118.139043)",Adults (18+),55,35.02377693,6037,LOS ANGELES
2009,"91978
(32.728034, -116.950598)",Adults (18+),34,34.75770267,6073,SAN DIEGO
2009,"92121
(32.897198, -117.200631)",Adults (18+),13,31.24242418,6073,SAN DIEGO
2009,"93660
(36.596174, -120.179209)",Adults (18+),,,6019,FRESNO
2012,"90810
(33.817246, -118.218929)",Adults (18+),143,53.7,6037,LOS ANGELES
2009,"92543
(33.727175, -116.974374)",Adults (18+),168,80.92869418,6065,RIVERSIDE
2012,"92335
(34.087599, -117.458229)",Adults (18+),389,61.2,6071,SAN BERNARDINO
2009,"92317
(34.24455, -117.215805)",Adults (18+),12,161.6184271,6071,SAN BERNARDINO
2009,"92254
(33.533937, -115.95508)",Adults (18+),22,27.72575157,6065,RIVERSIDE
2009,"91770
(34.065164, -118.084194)",Adults (18+),118,25.55532703,6037,LOS ANGELES
2009,"91941
(32.760634, -116.997502)",Adults (18+),104,30.74681487,6073,SAN DIEGO
2009,"92241
(33.889372, -116.375195)",Adults (18+),,,6065,RIVERSIDE
2012,"91744
(34.02959, -117.937383)",Adults (18+),287,49.1,6037,LOS ANGELES
2009,"91739
(34.132409, -117.525052)",Adults (18+),83,39.83414736,6071,SAN BERNARDINO
2009,"92630
(33.641684, -117.688753)",Adults (18+),86,19.34821377,6059,ORANGE
2012,"91411
(34.177853, -118.459943)",Adults (18+),97,50.1,6037,LOS ANGELES
2012,"92010
(33.159603, -117.294806)",Adults (18+),,,6073,SAN DIEGO
2012,"92256
(34.07592, -116.557747)",Adults (18+),15,63.5,6071,SAN BERNARDINO
2012,"90604
(33.930179, -118.011116)",Adults (18+),110,37.4,6037,LOS ANGELES
2009,"92867
(33.814615, -117.824086)",Adults (18+),67,20.75335968,6059,ORANGE
2009,"92117
(32.823762, -117.198622)",Adults (18+),132,35.19564238,6073,SAN DIEGO
2012,"90265
(34.05693, -118.794997)",Adults (18+),,,6037,LOS ANGELES
2012,"92270
(33.77384, -116.4197)",Adults (18+),35,27.1,6065,RIVERSIDE
2012,"92627
(33.646667, -117.917058)",Adults (18+),121,25.8,6059,ORANGE
2009,"90240
(33.956433, -118.117736)",Adults (18+),60,32.91174642,6037,LOS ANGELES
2012,"91362
(34.191708, -118.826396)",Adults (18+),57,23.4,6111,VENTURA
2009,"92264
(33.79072, -116.515891)",Adults (18+),39,36.90275243,6065,RIVERSIDE
2009,"90746
(33.860839, -118.257405)",Adults (18+),104,50.05488663,6037,LOS ANGELES
2009,"92114
(32.706891, -117.054977)",Adults (18+),326,67.99607601,6073,SAN DIEGO
2014,"96094
(41.456723, -122.413358)",Adults (18+),26,56.3,6093,SISKIYOU
2012,"91776
(34.088541, -118.096234)",Adults (18+),58,17.2,6037,LOS ANGELES
2015,"96088
(40.514317, -121.840484)",Adults (18+),16,33.2,6089,SHASTA
2012,"92595
(33.614732, -117.261693)",Adults (18+),61,27.2,6065,RIVERSIDE
2012,"91701
(34.134727, -117.594963)",Adults (18+),79,26.1,6071,SAN BERNARDINO
2012,"92260
(33.72127, -116.384343)",Adults (18+),50,22.9,6065,RIVERSIDE
2009,"90029
(34.089903, -118.294656)",Adults (18+),134,48.72585011,6037,LOS ANGELES
2009,"92345
(34.415572, -117.306687)",Adults (18+),285,55.37513303,6071,SAN BERNARDINO
2009,"93023
(34.473253, -119.261418)",Adults (18+),46,24.94690657,6111,VENTURA
2012,"92040
(32.884049, -116.905406)",Adults (18+),100,32,6073,SAN DIEGO
2009,"92691
(33.610816, -117.666482)",Adults (18+),75,21.78816124,6059,ORANGE
2009,"92236
(33.683738, -116.178508)",Adults (18+),77,30.63345806,6065,RIVERSIDE
2012,"92113
(32.697337, -117.119195)",Adults (18+),308,96.3,6073,SAN DIEGO
2009,"90808
(33.823415, -118.113064)",Adults (18+),82,30.43886881,6037,LOS ANGELES
2009,"93550
(34.539869, -118.091953)",Adults (18+),313,66.85065293,6037,LOS ANGELES
2009,"93436
(34.624957, -120.42032)",Adults (18+),153,36.94224603,6083,SANTA BARBARA
2012,"92691
(33.610816, -117.666482)",Adults (18+),69,19.9,6059,ORANGE
2012,"91767
(34.080611, -117.73835)",Adults (18+),213,62.5,6037,LOS ANGELES
2009,"93401
(35.245417, -120.639108)",Adults (18+),61,27.62840181,6079,SAN LUIS OBISPO
2014,"96067
(41.317857, -122.307521)",Adults (18+),18,25.2,6093,SISKIYOU
2009,"90503
(33.84092, -118.352263)",Adults (18+),58,16.38471123,6037,LOS ANGELES
2009,"92570
(33.791884, -117.3011)",Adults (18+),148,46.73575609,6065,RIVERSIDE
2012,"90814
(33.771365, -118.143234)",Adults (18+),31,19.3,6037,LOS ANGELES
2009,"92706
(33.765874, -117.880174)",Adults (18+),58,26.03158341,6059,ORANGE
2012,"91775
(34.114783, -118.0893)",Adults (18+),31,14.5,6037,LOS ANGELES
2012,"92342
(34.760439, -117.305872)",Adults (18+),24,55.2,6071,SAN BERNARDINO
2012,"90272
(34.060998, -118.538301)",Adults (18+),,,6037,LOS ANGELES
2012,"93901
(36.664932, -121.651931)",Adults (18+),163,78.5,6053,MONTEREY
2009,"93560
(34.8718, -118.299673)",Adults (18+),65,49.89727128,6029,KERN
2009,"92404
(34.157118, -117.266819)",Adults (18+),382,92.40741014,6071,SAN BERNARDINO
2012,"90303
(33.935554, -118.330101)",Adults (18+),127,72.4,6037,LOS ANGELES
2012,"93591
(34.603266, -117.836192)",Adults (18+),48,96.7,6037,LOS ANGELES
2009,"90302
(33.975064, -118.355839)",Adults (18+),138,63.93214291,6037,LOS ANGELES
2009,"93242
(36.442707, -119.724481)",Adults (18+),20,96.40732008,6019,FRESNO
2009,"91902
(32.667093, -117.021648)",Adults (18+),23,16.00112466,6073,SAN DIEGO
2009,"91913
(32.631992, -116.986172)",Adults (18+),46,14.43723471,6073,SAN DIEGO
2009,"91401
(34.1775, -118.432777)",Adults (18+),102,32.43264205,6037,LOS ANGELES
2013,"96055
(40.064818, -122.096941)",Adults (18+),15,49.8,6103,TEHAMA
2012,"91733
(34.050504, -118.048395)",Adults (18+),112,37.9,6037,LOS ANGELES
2009,"91331
(34.255322, -118.42306)",Adults (18+),411,60.75167675,6037,LOS ANGELES
2009,"91775
(34.114783, -118.0893)",Adults (18+),26,11.99874792,6037,LOS ANGELES
2009,"93235
(36.387063, -119.219875)",Adults (18+),12,37.43956755,6107,TULARE
2009,"92647
(33.723965, -118.006519)",Adults (18+),119,27.1220376,6059,ORANGE
2012,"92117
(32.823762, -117.198622)",Adults (18+),72,17.4,6073,SAN DIEGO
2009,"91702
(34.149202, -117.888647)",Adults (18+),172,39.61723739,6037,LOS ANGELES
2012,"92056
(33.200072, -117.285852)",Adults (18+),94,22.8,6073,SAN DIEGO
2012,"92103
(32.746633, -117.166513)",Adults (18+),105,49.6,6073,SAN DIEGO
2012,"90011
(34.007055, -118.258872)",Adults (18+),247,43.3,6037,LOS ANGELES
2012,"92252
(34.172044, -116.287294)",Adults (18+),67,101.4,6071,SAN BERNARDINO
2012,"93307
(35.277962, -118.942809)",Adults (18+),350,64.8,6029,KERN
2012,"92405
(34.143159, -117.299602)",Adults (18+),186,95.5,6071,SAN BERNARDINO
2009,"90013
(34.04469, -118.241599)",Adults (18+),101,104.3704627,6037,LOS ANGELES
2012,"93219
(35.884341, -119.321088)",Adults (18+),26,39.7,6107,TULARE
2009,"92203
(33.748804, -116.24708)",Adults (18+),28,11.64454466,6065,RIVERSIDE
2012,"93637
(36.924059, -120.128145)",Adults (18+),152,60.2,6039,MADERA
2012,"92371
(34.459721, -117.540203)",Adults (18+),58,50.4,6071,SAN BERNARDINO
2012,"93247
(36.198934, -119.089561)",Adults (18+),35,31.6,6107,TULARE
2009,"90046
(34.105325, -118.364441)",Adults (18+),86,17.90869598,6037,LOS ANGELES
2009,"93620
(37.032132, -120.626527)",Adults (18+),53,77.82060754,6047,MERCED
2009,"92281
(33.054532, -115.638081)",Adults (18+),14,65.53227049,6025,IMPERIAL
2009,"92260
(33.72127, -116.384343)",Adults (18+),62,26.79737217,6065,RIVERSIDE
2012,"90001
(33.973252, -118.249154)",Adults (18+),212,64.9,6037,LOS ANGELES
2009,"92567
(33.809609, -117.113026)",Adults (18+),18,25.7017572,6065,RIVERSIDE
2009,"93454
(34.950985, -120.321876)",Adults (18+),96,38.47531219,6083,SANTA BARBARA
2009,"91801
(34.089805, -118.128547)",Adults (18+),96,21.05155329,6037,LOS ANGELES
2012,"90805
(33.8657, -118.182006)",Adults (18+),389,60.6,6037,LOS ANGELES
2012,"93001
(34.325102, -119.320782)",Adults (18+),80,30.3,6111,VENTURA
2009,"92394
(34.551164, -117.3406)",Adults (18+),117,49.08849147,6071,SAN BERNARDINO
2012,"93618
(36.531336, -119.387844)",Adults (18+),59,30.2,6107,TULARE
2012,"90723
(33.898482, -118.164457)",Adults (18+),121,35.9,6037,LOS ANGELES
2009,"90043
(33.988604, -118.335291)",Adults (18+),308,90.15580934,6037,LOS ANGELES
2009,"92021
(32.828227, -116.894534)",Adults (18+),189,41.46029985,6073,SAN DIEGO
2009,"92405
(34.143159, -117.299602)",Adults (18+),151,81.23021587,6071,SAN BERNARDINO
2012,"91780
(34.10156, -118.05546)",Adults (18+),53,19,6037,LOS ANGELES
2009,"92808
(33.84117, -117.72265)",Adults (18+),17,18.38393106,6059,ORANGE
2012,"93202
(36.309158, -119.707896)",Adults (18+),19,118,6031,KINGS
2009,"92401
(34.105894, -117.291269)",Adults (18+),39,348.9016882,6071,SAN BERNARDINO
2012,"91311
(34.267262, -118.595523)",Adults (18+),93,30.9,6037,LOS ANGELES
2012,"90701
(33.868335, -118.080733)",Adults (18+),28,21.2,6037,LOS ANGELES
2012,"91746
(34.046295, -117.98818)",Adults (18+),60,26.8,6037,LOS ANGELES
2012,"93905
(36.682501, -121.614378)",Adults (18+),158,40.7,6053,MONTEREY
2009,"92124
(32.823872, -117.098573)",Adults (18+),26,12.06994304,6073,SAN DIEGO
2009,"93001
(34.325102, -119.320782)",Adults (18+),83,31.49122043,6111,VENTURA
2009,"92119
(32.802516, -117.027067)",Adults (18+),40,20.33967957,6073,SAN DIEGO
2009,"92054
(33.193155, -117.358567)",Adults (18+),88,27.25543795,6073,SAN DIEGO
2009,"92131
(32.918361, -117.081713)",Adults (18+),34,18.5045352,6073,SAN DIEGO
2012,"92249
(32.722907, -115.475441)",Adults (18+),,,6025,IMPERIAL
2009,"91752
(33.995229, -117.535073)",Adults (18+),55,27.0395223,6065,RIVERSIDE
2012,"93015
(34.399277, -118.896012)",Adults (18+),24,18.3,6111,VENTURA
2009,"90706
(33.88777, -118.127923)",Adults (18+),285,53.12242028,6037,LOS ANGELES
2009,"92270
(33.77384, -116.4197)",Adults (18+),34,34.45219819,6065,RIVERSIDE
2009,"92395
(34.500478, -117.298484)",Adults (18+),206,72.59566417,6071,SAN BERNARDINO
2012,"92003
(33.283647, -117.20146)",Adults (18+),13,41.9,6073,SAN DIEGO
2012,"92833
(33.877213, -117.960852)",Adults (18+),165,42.1,6059,ORANGE
2009,"90041
(34.137321, -118.207164)",Adults (18+),78,33.44942514,6037,LOS ANGELES
2012,"92649
(33.721286, -118.044372)",Adults (18+),43,16.4,6059,ORANGE
2009,"90062
(34.003587, -118.308985)",Adults (18+),170,82.56541409,6037,LOS ANGELES
2012,"91941
(32.760634, -116.997502)",Adults (18+),55,18.7,6073,SAN DIEGO
2009,"92311
(34.889849, -117.02337)",Adults (18+),231,102.68555,6071,SAN BERNARDINO
2012,"92225
(33.58882, -114.63643)",Adults (18+),96,50.2,6065,RIVERSIDE
2012,"92509
(34.00002, -117.448109)",Adults (18+),235,44.3,6065,RIVERSIDE
2012,"92037
(32.844136, -117.253488)",Adults (18+),23,6.6,6073,SAN DIEGO
2009,"92377
(34.150422, -117.402837)",Adults (18+),49,32.22650706,6071,SAN BERNARDINO
2012,"90501
(33.830261, -118.314777)",Adults (18+),121,36.8,6037,LOS ANGELES
2012,"92372
(34.442753, -117.632051)",Adults (18+),16,53,6071,SAN BERNARDINO
2009,"90004
(34.07646, -118.309453)",Adults (18+),162,33.86058766,6037,LOS ANGELES
2009,"92371
(34.459721, -117.540203)",Adults (18+),59,52.40033866,6071,SAN BERNARDINO
2012,"90275
(33.758511, -118.363978)",Adults (18+),37,9.6,6037,LOS ANGELES
2012,"93108
(34.437926, -119.623506)",Adults (18+),15,16.6,6083,SANTA BARBARA
2009,"93219
(35.884341, -119.321088)",Adults (18+),18,26.90150867,6107,TULARE
2012,"91773
(34.100651, -117.814842)",Adults (18+),113,46.5,6037,LOS ANGELES
2009,"91935
(32.704768, -116.809535)",Adults (18+),,,6073,SAN DIEGO
2012,"91406
(34.20031, -118.491022)",Adults (18+),226,56.4,6037,LOS ANGELES
2012,"91335
(34.200868, -118.540634)",Adults (18+),300,52.6,6037,LOS ANGELES
2009,"90720
(33.795271, -118.070649)",Adults (18+),44,27.22175279,6059,ORANGE
2009,"91105
(34.138699, -118.166094)",Adults (18+),19,20.07154831,6037,LOS ANGELES
2009,"91945
(32.733825, -117.033418)",Adults (18+),98,55.31525848,6073,SAN DIEGO
2009,"91803
(34.073577, -118.145947)",Adults (18+),48,20.14652033,6037,LOS ANGELES
2009,"93465
(35.543784, -120.709342)",Adults (18+),25,41.48742376,6079,SAN LUIS OBISPO
2014,"96122
(39.868276, -120.410038)",Adults (18+),12,39.3,6063,PLUMAS
2012,"91301
(34.132842, -118.760077)",Adults (18+),27,17,6037,LOS ANGELES
2009,"90255
(33.976822, -118.217319)",Adults (18+),232,52.97754234,6037,LOS ANGELES
2012,"91752
(33.995229, -117.535073)",Adults (18+),83,37.9,6065,RIVERSIDE
2009,"92707
(33.712458, -117.870511)",Adults (18+),115,28.68643003,6059,ORANGE
2012,"92120
(32.793166, -117.071798)",Adults (18+),54,24.9,6073,SAN DIEGO
2009,"93561
(35.131657, -118.503589)",Adults (18+),69,24.78336833,6029,KERN
2009,"93449
(35.150851, -120.652686)",Adults (18+),16,16.83556154,6079,SAN LUIS OBISPO
2009,"92069
(33.159828, -117.157041)",Adults (18+),46,14.06928814,6073,SAN DIEGO
2009,"90249
(33.900582, -118.318325)",Adults (18+),113,53.94796341,6037,LOS ANGELES
2009,"93105
(34.498628, -119.748212)",Adults (18+),30,12.73915993,6083,SANTA BARBARA
2013,"95993
(39.105447, -121.672507)",Adults (18+),61,21.6,6101,SUTTER
2012,"91206
(34.159017, -118.222854)",Adults (18+),65,23.3,6037,LOS ANGELES
2009,"90221
(33.890737, -118.205412)",Adults (18+),235,79.12683729,6037,LOS ANGELES
2012,"91505
(34.171127, -118.345334)",Adults (18+),79,32.5,6037,LOS ANGELES
2009,"91390
(34.518843, -118.395852)",Adults (18+),18,12.16914754,6037,LOS ANGELES
2009,"91915
(32.630143, -116.956299)",Adults (18+),24,20.83023392,6073,SAN DIEGO
2009,"92037
(32.844136, -117.253488)",Adults (18+),27,7.637155928,6073,SAN DIEGO
2012,"90065
(34.109642, -118.226785)",Adults (18+),159,46.7,6037,LOS ANGELES
2012,"92020
(32.795204, -116.971677)",Adults (18+),200,45.4,6073,SAN DIEGO
2009,"93022
(34.40245, -119.298197)",Adults (18+),17,33.63006598,6111,VENTURA
2012,"93402
(35.304582, -120.834856)",Adults (18+),28,27.3,6079,SAN LUIS OBISPO
2009,"91384
(34.518844, -118.639716)",Adults (18+),48,21.79243047,6037,LOS ANGELES
2012,"93612
(36.815415, -119.711438)",Adults (18+),192,78.4,6019,FRESNO
2009,"93640
(36.655382, -120.491421)",Adults (18+),16,24.00307904,6019,FRESNO
2009,"90250
(33.914594, -118.350791)",Adults (18+),353,53.18031468,6037,LOS ANGELES
2012,"93644
(37.381008, -119.559465)",Adults (18+),,,6039,MADERA
2012,"92115
(32.760391, -117.070447)",Adults (18+),198,38.8,6073,SAN DIEGO
2009,"92610
(33.694507, -117.662787)",Adults (18+),,,6059,ORANGE
2009,"92660
(33.632533, -117.874353)",Adults (18+),30,12.48010802,6059,ORANGE
2012,"90064
(34.035932, -118.426899)",Adults (18+),61,30.3,6037,LOS ANGELES
2012,"90808
(33.823415, -118.113064)",Adults (18+),65,22.4,6037,LOS ANGELES
2012,"90230
(33.995175, -118.399974)",Adults (18+),68,28,6037,LOS ANGELES
2009,"92841
(33.78727, -117.978971)",Adults (18+),84,35.98735605,6059,ORANGE
2012,"92845
(33.78303, -118.026739)",Adults (18+),32,25.4,6059,ORANGE
2009,"93240
(35.626556, -118.438061)",Adults (18+),20,48.32692098,6029,KERN
2012,"90033
(34.050157, -118.211432)",Adults (18+),228,72.2,6037,LOS ANGELES
2012,"91360
(34.210392, -118.874313)",Adults (18+),57,16.8,6111,VENTURA
2009,"92336
(34.131219, -117.464097)",Adults (18+),177,31.56472011,6071,SAN BERNARDINO
2009,"91792
(34.021888, -117.898661)",Adults (18+),69,25.49421839,6037,LOS ANGELES
2012,"90220
(33.88366, -118.237067)",Adults (18+),258,74.2,6037,LOS ANGELES
2009,"92504
(33.914716, -117.402477)",Adults (18+),167,44.55570245,6065,RIVERSIDE
2012,"92376
(34.111411, -117.376892)",Adults (18+),325,57.3,6071,SAN BERNARDINO
2009,"93202
(36.309158, -119.707896)",Adults (18+),20,146.8895253,6031,KINGS
2009,"92067
(33.022023, -117.198422)",Adults (18+),,,6073,SAN DIEGO
2012,"92123
(32.806949, -117.136539)",Adults (18+),61,28.7,6073,SAN DIEGO
2012,"90056
(33.992817, -118.373557)",Adults (18+),22,34.6,6037,LOS ANGELES
2009,"93446
(35.644426, -120.705686)",Adults (18+),143,44.6999272,6079,SAN LUIS OBISPO
2009,"91750
(34.121066, -117.768546)",Adults (18+),65,25.11631476,6037,LOS ANGELES
2012,"92284
(34.166982, -116.429685)",Adults (18+),85,48.2,6071,SAN BERNARDINO
2009,"91780
(34.10156, -118.05546)",Adults (18+),69,23.52738676,6037,LOS ANGELES
2012,"92346
(34.123358, -117.193375)",Adults (18+),207,47.9,6071,SAN BERNARDINO
2012,"93292
(36.363298, -119.234364)",Adults (18+),111,39.3,6107,TULARE
2009,"92227
(32.991256, -115.480069)",Adults (18+),119,69.43583516,6025,IMPERIAL
2012,"91786
(34.104502, -117.658449)",Adults (18+),224,55.7,6071,SAN BERNARDINO
2012,"91914
(32.662028, -116.959337)",Adults (18+),,,6073,SAN DIEGO
2012,"92227
(32.991256, -115.480069)",Adults (18+),154,83.7,6025,IMPERIAL
2009,"91977
(32.724717, -116.997203)",Adults (18+),220,53.49328311,6073,SAN DIEGO
2009,"90254
(33.865783, -118.397272)",Adults (18+),,,6037,LOS ANGELES
2009,"92308
(34.448672, -117.17418)",Adults (18+),177,64.96669008,6071,SAN BERNARDINO
2009,"92372
(34.442753, -117.632051)",Adults (18+),14,52.79861577,6071,SAN BERNARDINO
2012,"91901
(32.816352, -116.732093)",Adults (18+),20,18.4,6073,SAN DIEGO
2012,"90806
(33.80429, -118.18833)",Adults (18+),222,72.7,6037,LOS ANGELES
2012,"91910
(32.637429, -117.054917)",Adults (18+),220,37.6,6073,SAN DIEGO
2012,"90504
(33.8697, -118.330257)",Adults (18+),65,24.9,6037,LOS ANGELES
2012,"92653
(33.595874, -117.702101)",Adults (18+),46,19.7,6059,ORANGE
2012,"90012
(34.064406, -118.239532)",Adults (18+),56,18.9,6037,LOS ANGELES
2012,"93004
(34.279506, -119.168896)",Adults (18+),63,29.4,6111,VENTURA
2012,"93455
(34.86075, -120.416107)",Adults (18+),70,24.5,6083,SANTA BARBARA
2009,"90039
(34.109617, -118.260085)",Adults (18+),94,40.03448377,6037,LOS ANGELES
2009,"92285
(34.326633, -116.463581)",Adults (18+),,,6071,SAN BERNARDINO
2009,"90210
(34.097449, -118.412061)",Adults (18+),24,11.50959099,6037,LOS ANGELES
2009,"92408
(34.080723, -117.271368)",Adults (18+),78,74.89670696,6071,SAN BERNARDINO
2012,"92131
(32.918361, -117.081713)",Adults (18+),17,7.7,6073,SAN DIEGO
2012,"93631
(36.495669, -119.530549)",Adults (18+),48,39.5,6019,FRESNO
2012,"92203
(33.748804, -116.24708)",Adults (18+),32,17.9,6065,RIVERSIDE
2012,"92011
(33.107382, -117.297738)",Adults (18+),15,9.3,6073,SAN DIEGO
2009,"91204
(34.136054, -118.260219)",Adults (18+),57,45.84628852,6037,LOS ANGELES
2012,"90505
(33.81014, -118.350582)",Adults (18+),52,17.4,6037,LOS ANGELES
2009,"91207
(34.175267, -118.250459)",Adults (18+),17,18.46085291,6037,LOS ANGELES
2012,"91306
(34.209245, -118.575768)",Adults (18+),185,51.3,6037,LOS ANGELES
2012,"91504
(34.201484, -118.329884)",Adults (18+),63,30.5,6037,LOS ANGELES
2012,"93401
(35.245417, -120.639108)",Adults (18+),50,26.3,6079,SAN LUIS OBISPO
2009,"91791
(34.063202, -117.896262)",Adults (18+),52,21.43002035,6037,LOS ANGELES
2012,"92081
(33.168208, -117.242036)",Adults (18+),39,18.2,6073,SAN DIEGO
2009,"92211
(33.763737, -116.327275)",Adults (18+),39,28.09254018,6065,RIVERSIDE
2009,"92315
(34.243995, -116.906344)",Adults (18+),20,49.62828794,6071,SAN BERNARDINO
2012,"93622
(36.833303, -120.57366)",Adults (18+),20,31.3,6019,FRESNO
2012,"92408
(34.080723, -117.271368)",Adults (18+),66,50.3,6071,SAN BERNARDINO
2012,"92026
(33.195582, -117.111857)",Adults (18+),80,21.1,6073,SAN DIEGO
2012,"92253
(33.673588, -116.279332)",Adults (18+),58,24.1,6065,RIVERSIDE
